invoice_no,customer_id,gender,age,category,quantity,total_price,payment_method,Order Date,Month,Year,shopping_mall
I251780,C278554,Female,19,Technology,1,1050,Credit Card,12-Jul-23,July,2023,Istinye Park
I182236,C162000,Female,24,Shoes,3,1800.51,Credit Card,13-Jul-23,July,2023,Metrocity
I170200,C116013,Female,22,Clothing,3,900.24,Cash,14-Jul-23,July,2023,Mall of Istanbul
I916921,C876606,Female,59,Clothing,2,600.16,Cash,15-Jul-23,July,2023,Viaport Outlet
I282707,C278882,Female,50,Food & Beverage,2,10.46,Cash,16-Jul-23,July,2023,Viaport Outlet
I248285,C294338,Female,54,Toys,2,71.68,Cash,17-Jul-23,July,2023,Mall of Istanbul
I280072,C239373,Female,34,Toys,1,35.84,Credit Card,18-Jul-23,July,2023,Mall of Istanbul
I145366,C278199,Female,43,Shoes,3,1800.51,Cash,19-Jul-23,July,2023,Kanyon
I339493,C245592,Male,30,Toys,2,71.68,Debit Card,20-Jul-23,July,2023,Metropol AVM
I107778,C291265,Female,55,Shoes,2,1200.34,Cash,21-Jul-23,July,2023,Metrocity
I331753,C126590,Female,39,Food & Beverage,3,15.69,Cash,22-Jul-23,July,2023,Viaport Outlet
I939220,C171854,Female,42,Souvenir,1,11.73,Cash,23-Jul-23,July,2023,Metrocity
I825857,C322586,Female,61,Clothing,2,600.16,Cash,24-Jul-23,July,2023,Mall of Istanbul
I207089,C814276,Female,36,Cosmetics,4,162.64,Debit Card,25-Jul-23,July,2023,Istinye Park
I106077,C258524,Female,65,Books,5,75.75,Credit Card,26-Jul-23,July,2023,Viaport Outlet
I767758,C813609,Female,65,Clothing,1,300.08,Debit Card,27-Jul-23,July,2023,Kanyon
I433700,C266026,Male,25,Clothing,1,300.08,Debit Card,28-Jul-23,July,2023,Mall of Istanbul
I992148,C698527,Male,50,Toys,2,71.68,Credit Card,29-Jul-23,July,2023,Kanyon
I683509,C280701,Male,26,Food & Beverage,3,15.69,Cash,30-Jul-23,July,2023,Metropol AVM
I125822,C120825,Male,63,Clothing,1,300.08,Cash,31-Jul-23,July,2023,Kanyon
I595458,C177334,Female,64,Cosmetics,1,40.66,Credit Card,1-Aug-23,August,2023,Metropol AVM
I474169,C193737,Male,50,Souvenir,1,11.73,Cash,2-Aug-23,August,2023,Metrocity
I155156,C797110,Female,38,Books,3,45.45,Cash,3-Aug-23,August,2023,Mall of Istanbul
I337033,C146322,Female,62,Souvenir,3,35.19,Cash,4-Aug-23,August,2023,Kanyon
I312739,C685521,Male,50,Clothing,1,300.08,Cash,5-Aug-23,August,2023,Forum Istanbul
I168776,C231125,Female,51,Clothing,1,300.08,Credit Card,6-Aug-23,August,2023,Istinye Park
I295198,C231425,Female,46,Food & Beverage,3,15.69,Debit Card,7-Aug-23,August,2023,Forum Istanbul
I172756,C154623,Female,33,Food & Beverage,5,26.15,Credit Card,8-Aug-23,August,2023,Metrocity
I325631,C334663,Female,59,Cosmetics,3,121.98,Debit Card,9-Aug-23,August,2023,Metropol AVM
I322409,C113448,Female,58,Clothing,4,1200.32,Credit Card,10-Aug-23,August,2023,Kanyon
I287018,C803795,Female,36,Clothing,4,1200.32,Credit Card,11-Aug-23,August,2023,Mall of Istanbul
I137526,C106570,Female,64,Cosmetics,2,81.32,Debit Card,12-Aug-23,August,2023,Kanyon
I308925,C296253,Female,54,Clothing,2,600.16,Cash,13-Aug-23,August,2023,Cevahir AVM
I146069,C331897,Male,45,Clothing,1,300.08,Credit Card,14-Aug-23,August,2023,Kanyon
I238630,C272568,Female,41,Cosmetics,5,203.3,Cash,15-Aug-23,August,2023,Mall of Istanbul
I694059,C677668,Female,68,Toys,1,35.84,Debit Card,16-Aug-23,August,2023,Emaar Square Mall
I280887,C272989,Female,49,Clothing,3,900.24,Debit Card,17-Aug-23,August,2023,Kanyon
I153137,C121391,Female,68,Clothing,1,300.08,Cash,18-Aug-23,August,2023,Kanyon
I331013,C161698,Male,21,Books,1,15.15,Cash,19-Aug-23,August,2023,Metrocity
I829630,C146584,Male,60,Food & Beverage,1,5.23,Credit Card,20-Aug-23,August,2023,Metrocity
I130454,C155210,Male,18,Technology,1,1050,Cash,21-Aug-23,August,2023,Metropol AVM
I577375,C333626,Female,60,Clothing,2,600.16,Cash,22-Aug-23,August,2023,Metropol AVM
I556661,C208496,Male,60,Clothing,1,300.08,Credit Card,23-Aug-23,August,2023,Mall of Istanbul
I259713,C275098,Female,45,Clothing,5,1500.4,Cash,24-Aug-23,August,2023,Mall of Istanbul
I106060,C564791,Male,20,Toys,5,179.2,Cash,25-Aug-23,August,2023,Zorlu Center
I328760,C181980,Female,30,Toys,1,35.84,Credit Card,26-Aug-23,August,2023,Cevahir AVM
I163650,C246605,Male,39,Clothing,2,600.16,Debit Card,27-Aug-23,August,2023,Viaport Outlet
I952267,C179660,Female,18,Cosmetics,5,203.3,Cash,28-Aug-23,August,2023,Metrocity
I241369,C131953,Male,50,Clothing,4,1200.32,Credit Card,29-Aug-23,August,2023,Emaar Square Mall
I236941,C631777,Male,55,Toys,5,179.2,Debit Card,30-Aug-23,August,2023,Kanyon
I742558,C140154,Female,37,Souvenir,5,58.65,Debit Card,31-Aug-23,August,2023,Istinye Park
I150030,C303507,Female,26,Cosmetics,5,203.3,Cash,1-Sep-23,September,2023,Kanyon
I678176,C268909,Female,46,Clothing,3,900.24,Debit Card,2-Sep-23,September,2023,Metropol AVM
I202787,C102408,Female,27,Clothing,2,600.16,Credit Card,3-Sep-23,September,2023,Forum Istanbul
I259928,C156014,Male,43,Clothing,4,1200.32,Cash,4-Sep-23,September,2023,Mall of Istanbul
I187434,C177914,Female,58,Food & Beverage,5,26.15,Cash,5-Sep-23,September,2023,Metrocity
I178537,C325663,Female,30,Toys,3,107.52,Credit Card,6-Sep-23,September,2023,Istinye Park
I145647,C311296,Female,66,Clothing,2,600.16,Cash,7-Sep-23,September,2023,Mall of Istanbul
I250140,C249901,Female,52,Food & Beverage,4,20.92,Cash,8-Sep-23,September,2023,Metrocity
I274561,C333570,Female,65,Shoes,4,2400.68,Cash,9-Sep-23,September,2023,Kanyon
I563988,C139472,Female,54,Toys,1,35.84,Credit Card,10-Sep-23,September,2023,Metropol AVM
I184787,C302491,Male,37,Food & Beverage,3,15.69,Cash,11-Sep-23,September,2023,Metrocity
I142757,C308224,Female,36,Toys,3,107.52,Cash,12-Sep-23,September,2023,Metrocity
I146425,C301224,Female,20,Technology,2,2100,Credit Card,13-Sep-23,September,2023,Mall of Istanbul
I252950,C279295,Female,59,Food & Beverage,3,15.69,Credit Card,14-Sep-23,September,2023,Metrocity
I222560,C144326,Male,28,Clothing,5,1500.4,Debit Card,15-Sep-23,September,2023,Mall of Istanbul
I194729,C561708,Male,55,Shoes,4,2400.68,Debit Card,16-Sep-23,September,2023,Mall of Istanbul
I363662,C185252,Male,26,Food & Beverage,4,20.92,Cash,17-Sep-23,September,2023,Istinye Park
I830538,C170100,Female,59,Toys,4,143.36,Debit Card,18-Sep-23,September,2023,Emaar Square Mall
I263671,C104436,Male,26,Cosmetics,4,162.64,Credit Card,19-Sep-23,September,2023,Mall of Istanbul
I175764,C996668,Female,47,Cosmetics,3,121.98,Cash,20-Sep-23,September,2023,Emaar Square Mall
I316876,C950205,Female,27,Technology,2,2100,Cash,21-Sep-23,September,2023,Mall of Istanbul
I219281,C729841,Male,49,Shoes,2,1200.34,Cash,22-Sep-23,September,2023,Mall of Istanbul
I309668,C313082,Male,53,Toys,4,143.36,Credit Card,23-Sep-23,September,2023,Metrocity
I145520,C220356,Female,19,Food & Beverage,1,5.23,Credit Card,24-Sep-23,September,2023,Istinye Park
I195815,C487444,Female,55,Shoes,5,3000.85,Debit Card,25-Sep-23,September,2023,Forum Istanbul
I114768,C234102,Female,30,Food & Beverage,4,20.92,Credit Card,26-Sep-23,September,2023,Mall of Istanbul
I288819,C203231,Female,40,Souvenir,4,46.92,Cash,27-Sep-23,September,2023,Metrocity
I325594,C231932,Female,53,Souvenir,1,11.73,Cash,28-Sep-23,September,2023,Kanyon
I245614,C142947,Male,34,Books,5,75.75,Cash,29-Sep-23,September,2023,Metrocity
I998114,C619079,Female,64,Technology,2,2100,Debit Card,30-Sep-23,September,2023,Kanyon
I189159,C263130,Female,57,Clothing,2,600.16,Credit Card,1-Oct-23,October,2023,Metrocity
I136074,C173996,Female,59,Cosmetics,1,40.66,Cash,2-Oct-23,October,2023,Mall of Istanbul
I120756,C286816,Female,49,Toys,3,107.52,Credit Card,3-Oct-23,October,2023,Forum Istanbul
I256494,C210378,Female,43,Cosmetics,2,81.32,Credit Card,4-Oct-23,October,2023,Viaport Outlet
I177680,C163670,Female,67,Shoes,3,1800.51,Cash,5-Oct-23,October,2023,Emaar Square Mall
I426443,C109632,Female,29,Clothing,5,1500.4,Credit Card,6-Oct-23,October,2023,Metrocity
I320282,C192327,Male,52,Food & Beverage,4,20.92,Cash,7-Oct-23,October,2023,Metropol AVM
I253195,C446782,Female,22,Shoes,5,3000.85,Cash,8-Oct-23,October,2023,Mall of Istanbul
I140977,C256034,Female,32,Clothing,1,300.08,Cash,9-Oct-23,October,2023,Metropol AVM
I883324,C716806,Female,42,Clothing,3,900.24,Cash,10-Oct-23,October,2023,Metropol AVM
I250095,C140031,Male,32,Clothing,2,600.16,Cash,11-Oct-23,October,2023,Metrocity
I179339,C328338,Female,43,Toys,5,179.2,Cash,12-Oct-23,October,2023,Kanyon
I617812,C590389,Female,48,Cosmetics,1,40.66,Credit Card,13-Oct-23,October,2023,Zorlu Center
I171490,C306369,Male,18,Souvenir,2,23.46,Debit Card,14-Oct-23,October,2023,Metropol AVM
I114664,C260565,Male,39,Cosmetics,5,203.3,Debit Card,15-Oct-23,October,2023,Mall of Istanbul
I309566,C198366,Male,24,Shoes,5,3000.85,Credit Card,16-Oct-23,October,2023,Forum Istanbul
I159122,C298404,Female,33,Cosmetics,3,121.98,Cash,17-Oct-23,October,2023,Metrocity
I288985,C318570,Male,59,Books,2,30.3,Cash,18-Oct-23,October,2023,Metrocity
I228933,C316695,Male,30,Souvenir,1,11.73,Credit Card,19-Oct-23,October,2023,Kanyon
I253992,C835319,Male,33,Shoes,2,1200.34,Credit Card,20-Oct-23,October,2023,Viaport Outlet
I144724,C138545,Female,38,Clothing,1,300.08,Cash,21-Oct-23,October,2023,Kanyon
I156932,C262657,Female,69,Clothing,5,1500.4,Credit Card,22-Oct-23,October,2023,Kanyon
I247265,C566500,Male,31,Clothing,3,900.24,Credit Card,23-Oct-23,October,2023,Kanyon
I112607,C106150,Male,40,Cosmetics,3,121.98,Credit Card,24-Oct-23,October,2023,Kanyon
I698178,C256567,Female,38,Clothing,1,300.08,Debit Card,25-Oct-23,October,2023,Mall of Istanbul
I320224,C206318,Female,44,Food & Beverage,3,15.69,Debit Card,26-Oct-23,October,2023,Kanyon
I836701,C233700,Female,37,Food & Beverage,4,20.92,Cash,27-Oct-23,October,2023,Kanyon
I338817,C270949,Male,67,Shoes,4,2400.68,Cash,28-Oct-23,October,2023,Mall of Istanbul
I324135,C295545,Female,64,Clothing,3,900.24,Credit Card,29-Oct-23,October,2023,Mall of Istanbul
I287372,C143725,Male,19,Toys,1,35.84,Cash,30-Oct-23,October,2023,Kanyon
I102314,C244044,Female,21,Clothing,1,300.08,Credit Card,31-Oct-23,October,2023,Kanyon
I274215,C266796,Female,43,Technology,1,1050,Debit Card,1-Nov-23,November,2023,Cevahir AVM
I102024,C132062,Female,19,Souvenir,5,58.65,Credit Card,2-Nov-23,November,2023,Kanyon
I201864,C202448,Female,62,Food & Beverage,5,26.15,Credit Card,3-Nov-23,November,2023,Kanyon
I264140,C312018,Male,32,Toys,3,107.52,Debit Card,4-Nov-23,November,2023,Metropol AVM
I109014,C149501,Female,36,Souvenir,3,35.19,Credit Card,5-Nov-23,November,2023,Istinye Park
I532109,C200095,Male,48,Clothing,5,1500.4,Cash,6-Nov-23,November,2023,Mall of Istanbul
I323323,C223540,Female,63,Clothing,5,1500.4,Credit Card,7-Nov-23,November,2023,Zorlu Center
I109293,C237582,Female,53,Books,4,60.6,Cash,8-Nov-23,November,2023,Viaport Outlet
I328692,C257256,Female,50,Shoes,5,3000.85,Cash,9-Nov-23,November,2023,Mall of Istanbul
I238432,C537349,Female,68,Clothing,4,1200.32,Credit Card,10-Nov-23,November,2023,Forum Istanbul
I228011,C248081,Female,23,Shoes,3,1800.51,Credit Card,11-Nov-23,November,2023,Mall of Istanbul
I139556,C216057,Female,41,Souvenir,2,23.46,Credit Card,12-Nov-23,November,2023,Metropol AVM
I490823,C106393,Male,50,Food & Beverage,5,26.15,Cash,13-Nov-23,November,2023,Emaar Square Mall
I136919,C172552,Female,41,Technology,2,2100,Credit Card,14-Nov-23,November,2023,Metrocity
I317456,C501134,Male,54,Technology,5,5250,Debit Card,15-Nov-23,November,2023,Mall of Istanbul
I290100,C270376,Male,51,Cosmetics,4,162.64,Debit Card,16-Nov-23,November,2023,Metrocity
I190396,C119113,Female,52,Technology,5,5250,Credit Card,17-Nov-23,November,2023,Mall of Istanbul
I429412,C184011,Male,26,Toys,1,35.84,Credit Card,18-Nov-23,November,2023,Viaport Outlet
I127143,C292377,Female,33,Clothing,3,900.24,Cash,19-Nov-23,November,2023,Metrocity
I232019,C224939,Female,52,Cosmetics,1,40.66,Cash,20-Nov-23,November,2023,Mall of Istanbul
I359051,C164167,Female,23,Clothing,5,1500.4,Cash,21-Nov-23,November,2023,Kanyon
I179596,C805279,Male,68,Shoes,2,1200.34,Cash,22-Nov-23,November,2023,Mall of Istanbul
I115585,C159062,Female,34,Food & Beverage,4,20.92,Cash,23-Nov-23,November,2023,Mall of Istanbul
I151272,C216412,Male,66,Clothing,2,600.16,Credit Card,24-Nov-23,November,2023,Kanyon
I565921,C236234,Male,46,Clothing,1,300.08,Cash,25-Nov-23,November,2023,Istinye Park
I619128,C288831,Female,39,Books,5,75.75,Credit Card,26-Nov-23,November,2023,Mall of Istanbul
I216527,C292308,Male,24,Clothing,1,300.08,Credit Card,27-Nov-23,November,2023,Metrocity
I226728,C230231,Female,60,Shoes,2,1200.34,Credit Card,28-Nov-23,November,2023,Istinye Park
I128088,C207397,Male,29,Shoes,3,1800.51,Cash,29-Nov-23,November,2023,Istinye Park
I211985,C151392,Female,24,Shoes,3,1800.51,Credit Card,30-Nov-23,November,2023,Metropol AVM
I118405,C124369,Male,27,Shoes,3,1800.51,Cash,1-Dec-23,December,2023,Mall of Istanbul
I165270,C140342,Female,68,Clothing,5,1500.4,Credit Card,2-Dec-23,December,2023,Mall of Istanbul
I229252,C101014,Male,49,Clothing,1,300.08,Credit Card,3-Dec-23,December,2023,Emaar Square Mall
I109453,C226687,Female,47,Toys,1,35.84,Cash,4-Dec-23,December,2023,Metropol AVM
I302199,C188597,Female,40,Clothing,1,300.08,Credit Card,5-Dec-23,December,2023,Metropol AVM
I202056,C958378,Female,55,Books,4,60.6,Debit Card,6-Dec-23,December,2023,Metrocity
I284964,C182213,Male,46,Cosmetics,2,81.32,Cash,7-Dec-23,December,2023,Kanyon
I610353,C246507,Male,25,Cosmetics,5,203.3,Cash,8-Dec-23,December,2023,Kanyon
I133261,C215081,Female,27,Food & Beverage,3,15.69,Cash,9-Dec-23,December,2023,Kanyon
I195162,C799624,Female,21,Clothing,4,1200.32,Cash,10-Dec-23,December,2023,Kanyon
I236411,C836593,Male,51,Food & Beverage,5,26.15,Credit Card,11-Dec-23,December,2023,Kanyon
I250040,C222289,Female,26,Food & Beverage,1,5.23,Debit Card,12-Dec-23,December,2023,Cevahir AVM
I352528,C272287,Male,38,Shoes,2,1200.34,Credit Card,13-Dec-23,December,2023,Kanyon
I135368,C185251,Female,22,Toys,2,71.68,Debit Card,14-Dec-23,December,2023,Zorlu Center
I955408,C274639,Female,69,Clothing,1,300.08,Cash,15-Dec-23,December,2023,Kanyon
I846963,C484371,Female,29,Food & Beverage,1,5.23,Cash,16-Dec-23,December,2023,Istinye Park
I260572,C483736,Female,34,Cosmetics,1,40.66,Cash,17-Dec-23,December,2023,Zorlu Center
I266552,C162854,Female,32,Food & Beverage,2,10.46,Cash,18-Dec-23,December,2023,Istinye Park
I166823,C301753,Female,43,Clothing,1,300.08,Cash,19-Dec-23,December,2023,Istinye Park
I441644,C262170,Female,26,Clothing,2,600.16,Credit Card,20-Dec-23,December,2023,Metropol AVM
I477622,C147794,Female,39,Toys,3,107.52,Cash,21-Dec-23,December,2023,Viaport Outlet
I177479,C770537,Female,59,Cosmetics,4,162.64,Cash,22-Dec-23,December,2023,Istinye Park
I312040,C296423,Female,22,Souvenir,2,23.46,Cash,23-Dec-23,December,2023,Metropol AVM
I138016,C128872,Male,24,Clothing,1,300.08,Cash,24-Dec-23,December,2023,Mall of Istanbul
I324094,C778404,Female,50,Technology,5,5250,Credit Card,25-Dec-23,December,2023,Forum Istanbul
I160204,C168417,Female,54,Books,2,30.3,Credit Card,26-Dec-23,December,2023,Forum Istanbul
I699353,C108003,Male,45,Toys,5,179.2,Cash,27-Dec-23,December,2023,Metropol AVM
I760747,C370083,Male,68,Clothing,2,600.16,Credit Card,28-Dec-23,December,2023,Kanyon
I809166,C193054,Male,44,Shoes,5,3000.85,Cash,29-Dec-23,December,2023,Forum Istanbul
I213132,C214510,Male,46,Clothing,1,300.08,Cash,30-Dec-23,December,2023,Forum Istanbul
I557804,C208335,Male,22,Cosmetics,3,121.98,Credit Card,31-Dec-23,December,2023,Mall of Istanbul
I251885,C609182,Male,51,Cosmetics,2,81.32,Debit Card,1-Jan-24,January,2024,Istinye Park
I210070,C282678,Female,69,Toys,5,179.2,Credit Card,2-Jan-24,January,2024,Mall of Istanbul
I108083,C186129,Female,30,Clothing,5,1500.4,Credit Card,3-Jan-24,January,2024,Mall of Istanbul
I260439,C318007,Female,50,Books,3,45.45,Cash,4-Jan-24,January,2024,Metrocity
I395976,C252848,Female,49,Clothing,3,900.24,Cash,5-Jan-24,January,2024,Kanyon
I322773,C141612,Female,56,Clothing,4,1200.32,Credit Card,6-Jan-24,January,2024,Metrocity
I406748,C124239,Male,57,Clothing,5,1500.4,Credit Card,7-Jan-24,January,2024,Metrocity
I198933,C219684,Male,60,Technology,3,3150,Credit Card,8-Jan-24,January,2024,Istinye Park
I492378,C748665,Female,46,Shoes,1,600.17,Credit Card,9-Jan-24,January,2024,Metropol AVM
I273156,C233134,Female,47,Cosmetics,5,203.3,Credit Card,10-Jan-24,January,2024,Kanyon
I220388,C206542,Female,20,Technology,1,1050,Cash,11-Jan-24,January,2024,Mall of Istanbul
I338987,C880467,Male,61,Shoes,3,1800.51,Credit Card,12-Jan-24,January,2024,Cevahir AVM
I274795,C314543,Male,29,Shoes,2,1200.34,Credit Card,13-Jan-24,January,2024,Metropol AVM
I147688,C241606,Female,56,Food & Beverage,5,26.15,Cash,14-Jan-24,January,2024,Kanyon
I599893,C496957,Male,48,Shoes,1,600.17,Credit Card,15-Jan-24,January,2024,Viaport Outlet
I264838,C254216,Female,60,Souvenir,3,35.19,Cash,16-Jan-24,January,2024,Metropol AVM
I198746,C538826,Female,54,Food & Beverage,4,20.92,Debit Card,17-Jan-24,January,2024,Mall of Istanbul
I217191,C894974,Female,30,Clothing,2,600.16,Debit Card,18-Jan-24,January,2024,Istinye Park
I172641,C144219,Female,37,Toys,5,179.2,Cash,19-Jan-24,January,2024,Metrocity
I260183,C333665,Male,22,Clothing,3,900.24,Credit Card,20-Jan-24,January,2024,Zorlu Center
I280133,C145966,Male,36,Clothing,4,1200.32,Cash,21-Jan-24,January,2024,Forum Istanbul
I185216,C328858,Female,60,Clothing,2,600.16,Cash,22-Jan-24,January,2024,Mall of Istanbul
I273366,C163870,Male,35,Clothing,5,1500.4,Credit Card,23-Jan-24,January,2024,Kanyon
I680142,C191874,Female,32,Souvenir,5,58.65,Cash,24-Jan-24,January,2024,Kanyon
I235763,C210142,Female,48,Clothing,3,900.24,Credit Card,25-Jan-24,January,2024,Kanyon
I193882,C186181,Female,38,Toys,2,71.68,Debit Card,26-Jan-24,January,2024,Metrocity
I126377,C940099,Male,27,Cosmetics,2,81.32,Credit Card,27-Jan-24,January,2024,Metrocity
I205408,C127631,Female,29,Clothing,5,1500.4,Credit Card,28-Jan-24,January,2024,Kanyon
I266781,C226901,Male,52,Toys,3,107.52,Cash,29-Jan-24,January,2024,Istinye Park
I166220,C184477,Female,68,Cosmetics,5,203.3,Credit Card,30-Jan-24,January,2024,Viaport Outlet
I351200,C186966,Female,49,Clothing,3,900.24,Debit Card,31-Jan-24,January,2024,Mall of Istanbul
I665541,C698118,Female,30,Shoes,1,600.17,Credit Card,1-Feb-24,February,2024,Metrocity
I724118,C173197,Female,67,Books,4,60.6,Cash,2-Feb-24,February,2024,Cevahir AVM
I151977,C137049,Female,68,Toys,2,71.68,Credit Card,3-Feb-24,February,2024,Mall of Istanbul
I455730,C258152,Male,66,Cosmetics,5,203.3,Debit Card,4-Feb-24,February,2024,Mall of Istanbul
I269524,C330208,Female,60,Food & Beverage,5,26.15,Cash,5-Feb-24,February,2024,Mall of Istanbul
I277655,C107827,Male,63,Clothing,2,600.16,Credit Card,6-Feb-24,February,2024,Cevahir AVM
I232062,C525444,Female,36,Clothing,5,1500.4,Credit Card,7-Feb-24,February,2024,Zorlu Center
I275218,C251546,Female,57,Cosmetics,5,203.3,Debit Card,8-Feb-24,February,2024,Viaport Outlet
I291610,C196959,Male,32,Souvenir,2,23.46,Debit Card,9-Feb-24,February,2024,Mall of Istanbul
I110328,C148584,Female,27,Toys,1,35.84,Debit Card,10-Feb-24,February,2024,Forum Istanbul
I106120,C181123,Female,61,Toys,5,179.2,Debit Card,11-Feb-24,February,2024,Metrocity
I260295,C323715,Male,53,Food & Beverage,5,26.15,Credit Card,12-Feb-24,February,2024,Istinye Park
I275256,C244649,Male,53,Food & Beverage,2,10.46,Cash,13-Feb-24,February,2024,Viaport Outlet
I243617,C102127,Female,33,Food & Beverage,1,5.23,Cash,14-Feb-24,February,2024,Istinye Park
I401939,C112756,Female,67,Clothing,2,600.16,Debit Card,15-Feb-24,February,2024,Istinye Park
I178874,C520827,Female,34,Toys,1,35.84,Debit Card,16-Feb-24,February,2024,Kanyon
I260871,C333346,Male,66,Technology,1,1050,Credit Card,17-Feb-24,February,2024,Metropol AVM
I121196,C692417,Female,48,Souvenir,4,46.92,Credit Card,18-Feb-24,February,2024,Metrocity
I192278,C256308,Female,69,Shoes,1,600.17,Cash,19-Feb-24,February,2024,Mall of Istanbul
I225017,C115262,Female,48,Food & Beverage,3,15.69,Cash,20-Feb-24,February,2024,Istinye Park
I195905,C330332,Male,58,Clothing,4,1200.32,Credit Card,21-Feb-24,February,2024,Zorlu Center
I463814,C269884,Male,54,Clothing,5,1500.4,Cash,22-Feb-24,February,2024,Kanyon
I204700,C320681,Male,46,Toys,3,107.52,Cash,23-Feb-24,February,2024,Metropol AVM
I265444,C199576,Female,64,Cosmetics,3,121.98,Cash,24-Feb-24,February,2024,Kanyon
I265466,C299321,Female,28,Cosmetics,2,81.32,Debit Card,25-Feb-24,February,2024,Mall of Istanbul
I302795,C237043,Male,35,Clothing,2,600.16,Credit Card,26-Feb-24,February,2024,Kanyon
I134632,C311621,Male,47,Shoes,3,1800.51,Debit Card,27-Feb-24,February,2024,Metrocity
I186508,C137747,Female,50,Shoes,3,1800.51,Cash,28-Feb-24,February,2024,Mall of Istanbul
I329454,C231121,Male,60,Souvenir,1,11.73,Debit Card,29-Feb-24,February,2024,Metropol AVM
I171114,C231061,Female,39,Clothing,3,900.24,Credit Card,1-Mar-24,March,2024,Emaar Square Mall
I478239,C216402,Female,28,Toys,3,107.52,Debit Card,2-Mar-24,March,2024,Emaar Square Mall
I795476,C103541,Female,55,Shoes,3,1800.51,Credit Card,3-Mar-24,March,2024,Kanyon
I852985,C182753,Female,47,Food & Beverage,5,26.15,Debit Card,4-Mar-24,March,2024,Metropol AVM
I255433,C208698,Male,54,Books,3,45.45,Credit Card,5-Mar-24,March,2024,Kanyon
I953834,C136725,Female,26,Clothing,3,900.24,Cash,6-Mar-24,March,2024,Cevahir AVM
I195320,C110370,Male,49,Books,3,45.45,Debit Card,7-Mar-24,March,2024,Mall of Istanbul
I294064,C157231,Female,64,Cosmetics,4,162.64,Credit Card,8-Mar-24,March,2024,Mall of Istanbul
I232704,C242808,Female,26,Cosmetics,5,203.3,Cash,9-Mar-24,March,2024,Kanyon
I262125,C196993,Male,26,Toys,1,35.84,Debit Card,10-Mar-24,March,2024,Mall of Istanbul
I181742,C244955,Female,64,Toys,5,179.2,Cash,11-Mar-24,March,2024,Mall of Istanbul
I330371,C743650,Male,56,Cosmetics,5,203.3,Cash,12-Mar-24,March,2024,Kanyon
I182761,C144790,Female,39,Clothing,2,600.16,Cash,13-Mar-24,March,2024,Istinye Park
I737451,C986133,Female,37,Cosmetics,5,203.3,Cash,14-Mar-24,March,2024,Istinye Park
I187881,C228567,Female,29,Technology,1,1050,Cash,15-Mar-24,March,2024,Mall of Istanbul
I158989,C644501,Female,45,Cosmetics,3,121.98,Cash,16-Mar-24,March,2024,Mall of Istanbul
I114287,C217997,Female,31,Food & Beverage,3,15.69,Cash,17-Mar-24,March,2024,Cevahir AVM
I105807,C228321,Female,53,Food & Beverage,3,15.69,Cash,18-Mar-24,March,2024,Metrocity
I252397,C972398,Female,60,Cosmetics,2,81.32,Credit Card,19-Mar-24,March,2024,Metropol AVM
I238290,C214448,Male,35,Clothing,4,1200.32,Credit Card,20-Mar-24,March,2024,Metrocity
I256981,C237147,Male,65,Souvenir,2,23.46,Credit Card,21-Mar-24,March,2024,Viaport Outlet
I325373,C902343,Female,26,Cosmetics,2,81.32,Credit Card,22-Mar-24,March,2024,Viaport Outlet
I327863,C374580,Female,67,Food & Beverage,2,10.46,Cash,23-Mar-24,March,2024,Metrocity
I688566,C660581,Female,54,Souvenir,4,46.92,Cash,24-Mar-24,March,2024,Zorlu Center
I162399,C134704,Female,19,Technology,2,2100,Cash,25-Mar-24,March,2024,Zorlu Center
I258266,C615661,Male,35,Clothing,4,1200.32,Credit Card,26-Mar-24,March,2024,Zorlu Center
I203735,C301925,Female,52,Cosmetics,1,40.66,Debit Card,27-Mar-24,March,2024,Emaar Square Mall
I999141,C233544,Female,41,Clothing,1,300.08,Debit Card,28-Mar-24,March,2024,Viaport Outlet
I921064,C633767,Female,28,Toys,4,143.36,Cash,29-Mar-24,March,2024,Metrocity
I163738,C303029,Male,43,Clothing,2,600.16,Credit Card,30-Mar-24,March,2024,Cevahir AVM
I562073,C120200,Female,60,Clothing,1,300.08,Cash,31-Mar-24,March,2024,Emaar Square Mall
I177577,C333145,Male,36,Toys,3,107.52,Credit Card,1-Apr-24,April,2024,Metropol AVM
I109901,C812062,Female,46,Shoes,4,2400.68,Debit Card,2-Apr-24,April,2024,Istinye Park
I191945,C107112,Female,42,Cosmetics,1,40.66,Cash,3-Apr-24,April,2024,Cevahir AVM
I180528,C257547,Female,38,Toys,4,143.36,Credit Card,4-Apr-24,April,2024,Mall of Istanbul
I188190,C566721,Female,24,Souvenir,4,46.92,Cash,5-Apr-24,April,2024,Mall of Istanbul
I153391,C339188,Female,18,Souvenir,5,58.65,Debit Card,6-Apr-24,April,2024,Metrocity
I249926,C194794,Male,30,Shoes,4,2400.68,Cash,7-Apr-24,April,2024,Kanyon
I680241,C118461,Male,30,Shoes,2,1200.34,Credit Card,8-Apr-24,April,2024,Metrocity
I549888,C304169,Male,22,Clothing,5,1500.4,Credit Card,9-Apr-24,April,2024,Viaport Outlet
I277227,C274035,Female,67,Food & Beverage,4,20.92,Debit Card,10-Apr-24,April,2024,Metropol AVM
I827306,C271752,Female,22,Clothing,1,300.08,Cash,11-Apr-24,April,2024,Kanyon
